Compound_Position,Compound_Name,log2_shNC_mean,log2_shRB1_1_mean,log2_shRB1_1_mean_shNC_mean
SK04A24,DMSO,-0.158363236,-0.25105278,0.092689544
SK04B01,Pifithrin-¦Ì,0.054147784,-0.082871995,0.137019778
SK04B02,Carbenicillin disodium,-0.060121415,-0.21224851,0.152127094
SK04B03,Aspirin,-0.071345223,-0.075147172,0.003801949
SK04B04,N6-methyladenosine (m6A),-0.071463581,-0.117251511,0.04578793
SK04B05,Piceatannol,-0.009795448,-0.165597109,0.155801661
SK04B06,Fexofenadine HCl,-0.04224054,-0.057835336,0.015594797
SK04B07,Bepotastine Besilate,-0.108654522,-0.106843341,-0.00181118
SK04B08,Sitagliptin phosphate monohydrate,-0.119558517,-0.056214606,-0.063343912
SK04B09,Azelnidipine,-0.112900527,-0.127357606,0.014457078
SK04B10,Desloratadine,-0.028067822,-0.187176691,0.159108868
SK04B11,Naloxone HCl,-0.046510083,-0.061533834,0.015023751
SK04B12,Probenecid ,-0.021256593,0.0021926,-0.023449193
SK04B13,Atovaquone,-0.038616809,0.026158292,-0.064775101
SK04B14,Doxapram HCl,-0.116338913,-0.026327594,-0.090011319
SK04B15,Pyridoxine HCl ,-0.032550745,-0.062560212,0.030009467
SK04B16,Pheniramine Maleate,0.006136561,-0.113977221,0.120113783
SK04B17,Sulfamerazine,-0.077070219,-0.05554376,-0.021526459
SK04B18,Spironolactone,-0.103079969,-0.024575807,-0.078504162
SK04B19,Estradiol valerate,-0.080314915,-0.044261175,-0.03605374
SK04B20,Vitamin D3 ,-0.095868777,-0.07039009,-0.025478687
SK04B21,Benztropine mesylate,-0.096532662,-0.134372605,0.037839942
SK04B22,Sodium Nitrite,-0.139557166,-0.040100369,-0.099456797
SK04B23,DMSO,-0.151300298,-0.186414831,0.035114533
SK04B24,DMSO,-0.199118609,-0.075508381,-0.123610228
SK04C01,Trametinib (GSK1120212),0.097903606,0.168662922,-0.070759317
SK04C02,GDC-0068,-0.154496239,-0.037798672,-0.116697566
SK04C03,KW-2478,-1.290264024,-0.369068573,-0.921195452
SK04C04,CI994 (Tacedinaline),-0.175189217,-0.114954849,-0.060234368
SK04C05,Resminostat,-0.01601236,0.15411815,-0.17013051
SK04C06,Clindamycin,-0.039057661,-0.167788887,0.128731226
SK04C07,GSK1838705A,0.017889837,0.032902398,-0.015012561
SK04C08,"Baricitinib (LY3009104, INCB028050)",-0.22611819,-0.198892562,-0.027225629
SK04C09,Nilvadipine,-0.048817359,-0.046213835,-0.002603524
SK04C10,Golvatinib (E7050),-0.029670607,0.069389634,-0.099060241
SK04C11,TG101348 (SAR302503),-0.145064366,0.06351495,-0.208579316
SK04C12,WHI-P154,-0.095325688,-0.083581755,-0.011743933
SK04C13,BGT226 (NVP-BGT226),-4.277085789,-2.438770573,-1.838315215
SK04C14,4-Aminohippuric Acid,-0.108290597,-0.184396746,0.07610615
SK04C15,MK-2048,-0.126938618,-0.065526153,-0.061412465
SK04C16,Tyrphostin 9 ,-3.435796757,-0.580255849,-2.855540907
SK04C17,Nocodazole,-2.947597614,-1.400950156,-1.546647458
SK04C18,Lumiracoxib,-0.147790616,-0.074597766,-0.07319285
SK04C19,TAK-285,-0.120833853,0.004498234,-0.125332087
SK04C20,BAY 11-7082,-2.878068585,-0.634373044,-2.243695542
SK04C21,VU 0357121,-0.211099022,-0.263411999,0.052312977
SK04C22,Salubrinal,-0.279473471,-0.275034078,-0.004439393
SK04C23,DMSO,-0.21452229,-0.182199124,-0.032323166
SK04C24,DMSO,-0.139815384,-0.191534491,0.051719107
SK04D01,Carbazochrome sodium sulfonate (AC-17),-0.111231461,-0.229099776,0.117868315
SK04D02,Eletriptan HBr ,-0.212720183,-0.280475511,0.067755329
SK04D03,Niflumic acid,-0.168478469,-0.236390321,0.067911852
SK04D04,Azlocillin sodium salt,-0.174822485,-0.128511436,-0.046311049
SK04D05,Fenoprofen calcium hydrate,-0.183994073,-0.123916098,-0.060077975
SK04D06,Amidopyrine,-0.146944975,-0.219192069,0.072247094
SK04D07,Fosaprepitant dimeglumine salt,-0.124865615,-0.138630103,0.013764488
SK04D08,Lithocholic acid,-0.136970876,-0.159509991,0.022539116
SK04D09,Alverine Citrate,-0.107691625,-0.124679576,0.016987952
SK04D10,Hyoscyamine,-0.11481269,-0.183939116,0.069126426
SK04D11,Chlorhexidine HCl,-0.076650576,-0.593529869,0.516879293
SK04D12,Procaine HCl,-0.008486162,-0.042031415,0.033545253
SK04D13,Etravirine (TMC125),-0.034410844,-0.003757203,-0.030653641
SK04D14,Dibucaine HCl,-0.124947607,-0.084551685,-0.040395922
SK04D15,Vitamin C,-0.143401719,-0.18751615,0.044114432
SK04D16,Estradiol Cypionate,-0.095945352,-0.106665501,0.010720149
SK04D17,Sulfamethazine,-0.113963782,-0.101604561,-0.012359221
SK04D18,Retapamulin,-0.16090017,-0.147717337,-0.013182833
SK04D19,Articaine HCl,-0.187510469,-0.09864824,-0.088862229
SK04D20,Escitalopram Oxalate,-0.079626664,-0.129653675,0.05002701
SK04D21,Altrenogest,-0.234176484,-0.165756255,-0.068420229
SK04D22,Zinc Pyrithione,-6.063069109,-6.08896509,0.025895981
SK04D23,DMSO,-0.178682863,-0.187163894,0.00848103
SK04D24,DMSO,-0.163287341,-0.170634545,0.007347204
SK04E01,A922500,-0.336391653,-0.437253651,0.100861999
SK04E02,MPEP,-0.233070197,-0.299946569,0.066876372
SK04E03,NVP-BSK805 2HCl,-0.0442394,0.083970304,-0.128209703
SK04E04,AM251,-0.261355051,-0.274648086,0.013293034
SK04E05,XL335,-0.283346595,-0.263800225,-0.019546371
SK04E06,Epiandrosterone,-0.149150336,-0.240942781,0.091792445
SK04E07,YO-01027,-0.11803748,-0.231435072,0.113397592
SK04E08,BRL-54443,-0.203600382,-0.369841528,0.166241146
SK04E09,JTC-801,-3.965459148,-3.519374047,-0.446085101
SK04E10,IEM 1754 dihydrobroMide,-0.207400547,-0.209224291,0.001823744
SK04E11,PAC-1,0.003985103,-0.0548634,0.058848503
SK04E12,Alogliptin,-0.155040972,-0.187496686,0.032455713
SK04E13,GW788388,-0.098104117,-0.134916231,0.036812114
SK04E14,Acesulfame Potassium,-0.215007173,-0.261808257,0.046801084
SK04E15,3-Methyladenine,-0.083640981,-0.313367939,0.229726958
SK04E16,ZM 323881 HCl,-0.131327998,-0.1164156,-0.014912398
SK04E17,CPI-613,-0.185499925,-0.133948816,-0.051551109
SK04E18,PF-477736,-2.886206445,-1.851009889,-1.035196556
SK04E19,A-803467,-0.142550067,-0.164798215,0.022248148
SK04E20,Dapivirine (TMC120),-0.466890982,-0.448317606,-0.018573376
SK04E21,WP1066,-2.128954123,-0.222558868,-1.906395254
SK04E22,CHIR-99021 (CT99021) HCl,-0.231682789,-0.251397585,0.019714796
SK04E23,DMSO,-0.224622049,-0.330473944,0.105851895
SK04E24,DMSO,-0.101197807,-0.172901555,0.071703747
SK04F01,Clevudine ,-0.265489669,-0.344228283,0.078738615
SK04F02,Flumequine,-0.174138305,-0.113799419,-0.060338886
SK04F03,Ciclopirox ethanolamine,-0.40225653,-0.125417865,-0.276838666
SK04F04,Azacyclonol,-0.297674511,-0.217370332,-0.080304179
SK04F05,Linagliptin,-0.37948588,-0.399282862,0.019796981
SK04F06,Moclobemide (Ro 111163),-0.275133918,-0.441957873,0.166823956
SK04F07,Rofecoxib ,-0.249771791,-0.400641826,0.150870036
SK04F08,Ethambutol HCl,-0.228139756,-0.298353252,0.070213496
SK04F09,Azilsartan Medoxomil,-0.22193827,-0.161155767,-0.060782503
SK04F10,Cyclamic  acid,-0.186245552,-0.300627232,0.11438168
SK04F11,Piracetam,-0.153223329,-0.180645129,0.0274218
SK04F12,Homatropine Methylbromide,-0.166854976,-0.201772337,0.034917361
SK04F13,Ulipristal,-2.651058622,-0.706063134,-1.944995488
SK04F14,Methazolamide,-0.223980065,-0.203150977,-0.020829088
SK04F15,Sulfathiazole,-0.185058921,-0.181626831,-0.003432089
SK04F16,Bisacodyl,-0.20016868,-0.400304006,0.200135326
SK04F17,Sodium salicylate,-0.118348692,-0.277891821,0.159543129
SK04F18,Methyclothiazide,-0.115064759,-0.143438599,0.02837384
SK04F19,Gliquidone,-0.146440295,-0.224073942,0.077633647
SK04F20,Guanabenz Acetate,-0.239075934,-0.307470464,0.06839453
SK04F21,Ampicillin sodium,-0.183175111,-0.247389275,0.064214164
SK04F22,Propranolol HCl,-0.182496504,-0.216749185,0.034252681
SK04F23,DMSO,-0.22293389,-0.353977411,0.131043522
SK04F24,DMSO,-0.168586683,-0.262595777,0.094009095
SK04G01,BRL-15572,-0.480446282,-0.624145557,0.143699276
SK04G02,INK 128 (MLN0128),-0.889158665,-0.302223324,-0.586935342
SK04G03,PF-2545920,-0.160681057,-0.091434035,-0.069247021
SK04G04,TAE226 (NVP-TAE226),-0.394639264,-0.08879285,-0.305846414
SK04G05,Nepicastat (SYN-117) HCl,-0.50152754,-0.420639822,-0.080887719
SK04G06,ARN-509,-0.41055012,-0.506881865,0.096331746
SK04G07,Geldanamycin,-1.910250643,-1.234021487,-0.676229156
SK04G08,Carfilzomib (PR-171),-2.722400374,-1.750940061,-0.971460313
SK04G09,PH-797804,-0.197504823,-0.302664461,0.105159639
SK04G10,CTEP (RO4956371),-0.148958093,-0.217485038,0.068526945
SK04G11,GSK1070916,-0.131485633,-0.093886874,-0.037598759
SK04G12,T0070907,-0.221781292,-0.298905435,0.077124144
SK04G13,Milciclib (PHA-848125),-0.288053489,0.064333641,-0.35238713
SK04G14,A-205804,-0.229250949,-0.209674571,-0.019576378
SK04G15,Dinaciclib (SCH727965),-3.687924834,-2.350205693,-1.337719141
SK04G16,ZM 306416,-0.21870508,-0.282292876,0.063587796
SK04G17,PF-5274857,-0.191477346,-0.140197275,-0.051280071
SK04G18,JNJ-7777120,-0.215124123,-0.238372684,0.02324856
SK04G19,Laquinimod,-0.264804249,-0.144617505,-0.120186744
SK04G20,GW9662,-0.286256071,-0.416882034,0.130625963
SK04G21,Lonafarnib,-0.275854864,-0.55025673,0.274401866
SK04G22,Evacetrapib (LY2484595),-0.179103588,-0.14941527,-0.029688318
SK04G23,DMSO,-0.273947941,-0.284086428,0.010138487
SK04G24,DMSO,-0.119796807,-0.177349603,0.057552796
SK04H01,Rivaroxaban,-0.171236731,-0.260278356,0.089041625
SK04H02,Amitriptyline HCl ,-0.575814813,-0.427758531,-0.148056282
SK04H03,Rimonabant,-0.38716316,-0.360278013,-0.026885147
SK04H04,Reboxetine mesylate,-0.57205202,-0.523985741,-0.048066279
SK04H05,Bindarit ,-0.454491293,-0.49758933,0.043098037
SK04H06,Schisandrin B (Sch B),-0.508787455,-0.47461461,-0.034172845
SK04H07,Cinepazide maleate,-0.364058278,-0.354473319,-0.009584959
SK04H08,Doxycycline HCl,-0.219972425,-0.266584269,0.046611844
SK04H09,Medetomidine HCl,-0.266870477,-0.431883931,0.165013454
SK04H10,Ouabain,-3.648488413,-3.200529183,-0.44795923
SK04H11,Vanillin ,-0.292050974,-0.210920744,-0.08113023
SK04H12,Homatropine Bromide,-0.256408454,-0.2329113,-0.023497154
SK04H13,Indacaterol Maleate,-0.168358904,-0.134590828,-0.033768076
SK04H14,Norethindrone,-0.294469434,-0.363644392,0.069174957
SK04H15,Oxybutynin chloride,-0.373327742,-0.278732958,-0.094594784
SK04H16,Carbimazole,-0.185178691,-0.215328648,0.030149956
SK04H17,Methylthiouracil,-0.256580022,-0.317942587,0.061362566
SK04H18,Ropivacaine HCl,-0.352437484,-0.393200168,0.040762684
SK04H19,Butenafine HCl,-0.338017586,-0.195544582,-0.142473004
SK04H20,Tinidazole,-0.312682276,-0.366707245,0.054024969
SK04H21,Anagrelide HCl,-0.168993527,-0.29078749,0.121793962
SK04H22,Mequinol,-0.243109889,-0.263895613,0.020785724
SK04H23,DMSO,-0.333562396,-0.305101703,-0.028460693
SK04H24,DMSO,-0.124721673,-0.406411333,0.28168966
SK04I01,Flavopiridol HCl,-3.819205525,-2.397232412,-1.421973114
SK04I02,AT101,-0.156007517,-0.413081433,0.257073916
SK04I03,R547,-1.614869479,-0.465760597,-1.149108882
SK04I04,RG108,-0.377976094,-0.56934668,0.191370586
SK04I05,GDC-0980 (RG7422),-0.871490488,-0.422519525,-0.448970963
SK04I06,SAR131675,-0.375935813,-0.575992713,0.2000569
SK04I07,LY411575,-0.347054146,-0.576486355,0.229432209
SK04I08,BML-190,-0.331331629,-0.417220479,0.08588885
SK04I09,"Dacomitinib (PF299804, PF299)",-0.322225026,-0.448080454,0.125855428
SK04I10,VU 0364770,-0.361475301,-0.561145991,0.19967069
SK04I11,PHA-767491,-0.162640923,0.041517839,-0.204158762
SK04I12,GW5074,-0.383013269,-0.306189382,-0.076823887
SK04I13,Tivantinib (ARQ 197),-1.878932567,-0.069595407,-1.80933716
SK04I14,PJ34,-0.266005542,-0.294462189,0.028456648
SK04I15,Dovitinib (TKI-258) Dilactic Acid  ,-0.671399258,-0.325407665,-0.345991593
SK04I16,MLN0905,-2.766566871,-2.217019386,-0.549547485
SK04I17,GW842166X,-0.344065738,-0.311737383,-0.032328354
SK04I18,Ki16198,-0.337977458,-0.332335928,-0.00564153
SK04I19,"Tofacitinib (CP-690550,Tasocitinib)",-0.378632881,-0.482163722,0.103530841
SK04I20,ML161,-0.343981741,-0.30563067,-0.038351071
SK04I21,AZD4547,-0.302572712,-0.248717778,-0.053854935
SK04I22,TDZD-8,-0.413352037,-0.267973142,-0.145378895
SK04I23,DMSO,-0.331596089,-0.277673672,-0.053922417
SK04I24,DMSO,-0.141834672,-0.313115405,0.171280733
SK04J01,Paroxetine HCl,-0.170139911,-0.170133482,-6.42855E-06
SK04J02,Adrenalone HCl,-0.227692567,-0.357262504,0.129569938
SK04J03,Cabazitaxel ,-3.257424111,-1.206880213,-2.050543898
SK04J04,Triflusal,-0.379465974,-0.742261943,0.362795969
SK04J05,Vildagliptin (LAF-237),-0.52279567,-0.560731711,0.03793604
SK04J06,Betulinic acid,-0.461655019,-0.519993068,0.058338049
SK04J07,Azilsartan,-0.477324615,-0.38940616,-0.087918455
SK04J08,Pentamidine,-0.456025988,-0.893543895,0.437517908
SK04J09,Epinephrine HCl,-0.258789462,-0.388316249,0.129526787
SK04J10,Allylthiourea,-0.255715558,-0.332939085,0.077223527
SK04J11,Caspofungin Acetate,-0.16889228,-0.296371847,0.127479568
SK04J12,Hydroxyzine 2HCl,-0.173259872,-0.298964747,0.125704875
SK04J13,2-Thiouracil,-0.22985669,-0.192853647,-0.037003043
SK04J14,Olsalazine Sodium,-0.213764175,-0.267263015,0.05349884
SK04J15,Ornidazole,-0.316697305,-0.172090806,-0.144606499
SK04J16,Valdecoxib,-0.108609938,-0.208488618,0.09987868
SK04J17,Methenamine ,-0.271745076,-0.271150558,-0.000594519
SK04J18,Sodium Nitroprusside,-0.31434206,-0.314479073,0.000137012
SK04J19,Mepivacaine HCl,-0.3351259,-0.17763486,-0.15749104
SK04J20,Guanidine HCl,-0.310933568,-0.205453974,-0.105479594
SK04J21,Antipyrine,-0.365656926,-0.208535244,-0.157121682
SK04J22,Mefenamic Acid,-0.271650363,-0.312445779,0.040795416
SK04J23,DMSO,-0.236837364,-0.329825052,0.092987688
SK04J24,DMSO,0.058204677,-0.253092364,0.311297041
SK04K01,Ibrutinib (PCI-32765),-0.001429403,-0.186585792,0.185156389
SK04K02,Ciproxifan,-0.215148487,-0.317417517,0.10226903
SK04K03,WAY-600,-0.05973614,0.167190037,-0.226926178
SK04K04,OC000459,-0.375811294,-0.308884813,-0.066926481
SK04K05,A-769662,-0.330689457,-0.466033749,0.135344292
SK04K06,BI-D1870,-0.208243048,-0.855289061,0.647046013
SK04K07,CP-91149,-0.375413436,-0.293789016,-0.08162442
SK04K08,MRS 2578,-0.190606077,-0.224398266,0.033792189
SK04K09,AG-1478 (Tyrphostin AG-1478),-0.162026206,-0.259816628,0.097790421
SK04K10,ML130 (Nodinitib-1),-0.240374105,-0.306075568,0.065701464
SK04K11,PF-04691502,-0.911262518,-0.43369423,-0.477568288
SK04K12,Camostat Mesilate,-0.196277536,-0.319036115,0.122758579
SK04K13,Varlitinib,-0.092807471,-0.143103872,0.050296401
SK04K14,PF-562271,-0.289831159,-0.65288251,0.363051351
SK04K15,MK-5108 (VX-689),-0.574659897,-0.881890966,0.307231069
SK04K16,GNF-2,-0.299316668,-0.282251338,-0.01706533
SK04K17,M344,-1.488491816,-0.596610455,-0.89188136
SK04K18,Pirfenidone,-0.236883464,-0.26209993,0.025216466
SK04K19,Istradefylline,-0.140917452,-0.114654049,-0.026263403
SK04K20,HC-030031,-0.255905375,-0.358649027,0.102743652
SK04K21,Galeterone,-0.262000775,-0.07797198,-0.184028795
SK04K22,Apoptosis Activator 2,-0.270765762,-0.377839701,0.107073939
SK04K23,DMSO,-0.279263924,-0.345260185,0.065996261
SK04K24,DMSO,0.023854929,-0.128043287,0.151898216
SK04L01,Zaltoprofen,-0.024186882,-0.169953767,0.145766885
SK04L02,Azatadine dimaleate,-0.255988433,-0.114297588,-0.141690845
SK04L03,Bufexamac,-0.162421245,-0.157235555,-0.005185691
SK04L04,Trifluoperazine 2HCl,-0.134089804,-0.146495817,0.012406013
SK04L05,Sitaxentan sodium,-0.219924975,-0.291715442,0.071790467
SK04L06,Triptolide (PG490),-3.806546661,-2.790215123,-1.016331538
SK04L07,Otilonium Bromide,-0.104242971,-0.370091352,0.265848381
SK04L08,Mirabegron,-0.259017674,-0.293353009,0.034335335
SK04L09,Diclofenac Potassium,-0.400291699,-0.304912795,-0.095378904
SK04L10,Avanafil,-0.153860704,-0.276190245,0.12232954
SK04L11,Dexmedetomidine,-0.205782452,-0.25340979,0.047627338
SK04L12,Aclidinium Bromide,-0.148740311,-0.319076899,0.170336589
SK04L13,Moguisteine,-0.178658107,-0.260931046,0.082272939
SK04L14,Nafcillin Sodium,-0.120794455,-0.242844454,0.122049999
SK04L15,Dexamethasone Acetate,-0.200732108,-0.281827602,0.081095494
SK04L16,Valganciclovir HCl,-0.204178324,-0.253969105,0.049790781
SK04L17,Milnacipran HCl,-0.197563253,-0.326132667,0.128569414
SK04L18,Erythromycin Ethylsuccinate,-0.149395429,-0.313106482,0.163711052
SK04L19,Ethynodiol diacetate,-0.290256685,-0.248238481,-0.042018204
SK04L20,Griseofulvin,-0.357186847,-0.221383437,-0.13580341
SK04L21,Atomoxetine HCl,-0.264386835,-0.330800729,0.066413893
SK04L22,Ticagrelor,-0.232483444,-0.161429737,-0.071053707
SK04L23,DMSO,-0.233531823,-0.230524737,-0.003007086
SK04L24,DMSO,-0.03740638,-0.16293443,0.12552805
SK04M01,AS-604850,-0.175563258,-0.132662547,-0.042900712
SK04M02,BYL719,-0.18182568,0.217148553,-0.398974233
SK04M03,ADX-47273,-0.244145764,-0.235542949,-0.008602816
SK04M04,TPCA-1,-0.158865682,-0.031421246,-0.127444436
SK04M05,RS-127445,-0.117902025,-0.08823035,-0.029671675
SK04M06,Semaxanib (SU5416),-0.109818518,-0.252861662,0.143043145
SK04M07,TAK-901,-0.039400948,0.064203572,-0.10360452
SK04M08,SB271046,-0.285226517,-0.181661387,-0.10356513
SK04M09,SB415286,-0.26765513,-0.244428931,-0.023226199
SK04M10,IMD 0354,-3.674368484,-1.269724529,-2.404643955
SK04M11,AZ 628,-0.104759952,-0.01021254,-0.094547413
SK04M12,Prucalopride,-0.183751069,-0.361437656,0.177686586
SK04M13,CUDC-907,-3.548668397,-3.047653622,-0.501014775
SK04M14,GW441756,-0.157953428,-0.182161737,0.02420831
SK04M15,"Dalcetrapib (JTT-705, RO4607381)",-0.14578257,-0.238301807,0.092519237
SK04M16,Cobicistat (GS-9350),-0.079375619,-0.112795898,0.03342028
SK04M17,RITA (NSC 652287),-0.166809707,-0.459489344,0.292679637
SK04M18,Tempol,-0.152818045,-0.326070076,0.173252032
SK04M19,Sotrastaurin,-0.119422136,-0.108890435,-0.010531701
SK04M20,IOX2,-0.135791949,-0.112916418,-0.022875531
SK04M21,Sirtinol,-0.004458082,-0.285762876,0.281304794
SK04M22,TAK-715,-0.168760737,-0.220349703,0.051588966
SK04M23,DMSO,0.013842054,-0.251719132,0.265561187
SK04M24,DMSO,0.495241836,0.188205755,0.307036081
SK04N01,Pazopanib,-0.05328811,-0.181077895,0.127789785
SK04N02,"(+,-)-Octopamine HCl",-0.116674857,-0.331314788,0.214639931
SK04N03,Lamotrigine,-0.176997682,-0.221749301,0.044751619
SK04N04,Catharanthine,-0.038706027,-0.263230302,0.224524275
SK04N05,Daunorubicin HCl,-5.519230954,-4.028536469,-1.490694485
SK04N06,Pergolide mesylate,-0.127185543,-0.304610878,0.177425334
SK04N07,Bosentan Hydrate,-0.204801867,-0.159559545,-0.045242322
SK04N08,Acebutolol HCl,-0.185378244,-0.306519198,0.121140955
SK04N09,Diclofenac Diethylamine,-0.136329952,-0.18866451,0.052334559
SK04N10,Sodium Picosulfate,-0.120241622,-0.181276072,0.061034449
SK04N11,Foscarnet Sodium,-0.148970334,-0.061908848,-0.087061487
SK04N12,Diphemanil Methylsulfate,-0.187856267,-0.160681057,-0.02717521
SK04N13,Nadifloxacin ,-0.159221138,-0.121889803,-0.037331335
SK04N14,Tetrahydrozoline HCl,-0.201352337,-0.098829897,-0.10252244
SK04N15,Trimethoprim,-0.124163119,-0.097579067,-0.026584051
SK04N16,Nabumetone,-0.094871068,-0.216491202,0.121620134
SK04N17,Darifenacin HBr,-0.196765676,-0.200816938,0.004051261
SK04N18,Levobupivacaine HCl,-0.200485516,-0.220296939,0.019811422
SK04N19,Sertaconazole nitrate,-0.064877949,-0.230444549,0.1655666
SK04N20,Decamethonium Bromide,-0.080019033,-0.219333719,0.139314686
SK04N21,Betahistine 2HCl,-0.16184386,-0.279864541,0.118020681
SK04N22,Triamterene,-0.238210991,-0.322019663,0.083808672
SK04N23,DMSO,-0.210238544,-0.324441585,0.114203041
SK04N24,DMSO,0.01494993,0.339603897,-0.324653967
SK04O01,CAY10505,-0.187667746,-0.185096091,-0.002571654
SK04O02,Tyrphostin AG 879,-0.184024734,-0.21934541,0.035320676
SK04O03,BMY 7378,-0.17176957,-0.229697181,0.057927612
SK04O04,ML133 HCl,-0.058137864,-0.206837166,0.148699302
SK04O05,CH5132799,-3.225377692,-1.291264918,-1.934112775
SK04O06,Cathepsin Inhibitor 1,-0.166346919,-0.11942364,-0.046923279
SK04O07,AMG-900,-0.129278677,0.152029809,-0.281308487
SK04O08,MK-801 (Dizocilpine),-0.25679308,-0.252613648,-0.004179431
SK04O09,Crenolanib (CP-868596),-0.183777495,-0.09064575,-0.093131745
SK04O10,VUF 10166,-0.194192217,-0.314006226,0.11981401
SK04O11,AMG-458,-0.069698,-0.279006135,0.209308135
SK04O12,(-)-MK 801 Maleate,-0.154930851,-0.206308409,0.051377558
SK04O13,Canagliflozin,-0.126730382,-0.196599048,0.069868666
SK04O14,VU 0361737,-0.214290848,-0.256018626,0.041727778
SK04O15,SB705498,-0.04428488,-0.313228816,0.268943936
SK04O16,CCG 50014,0.117632339,-0.046491355,0.164123694
SK04O17,GW4064,-0.138315226,-0.24231707,0.104001844
SK04O18,Go 6983,0.020748603,-0.067375977,0.08812458
SK04O19,Torcetrapib,-0.338507782,-0.333656674,-0.004851108
SK04O20,PF-4981517,-0.107542108,-0.285260218,0.17771811
SK04O21,CEP-33779,-0.239447715,-0.163679271,-0.075768444
SK04O22,Pifithrin-¦Á (PFT¦Á),-0.272414035,-0.379624462,0.107210427
SK04O23,DMSO,-0.211343265,-0.207637169,-0.003706095
SK04O24,DMSO,0.245532872,0.144333384,0.101199488
SK04P01,Amoxicillin,-0.125240593,-0.107896988,-0.017343605
SK04P02,Ropinirole HCl,-0.188236096,-0.193530048,0.005293952
SK04P03,PMSF ,-0.092266536,-0.281908506,0.189641969
SK04P04,Meptazinol HCl,-0.114704647,-0.122853648,0.008149001
SK04P05,Pravastatin sodium,-0.180389899,-0.182426477,0.002036578
SK04P06,Cabozantinib malate (XL184),-0.143243416,-0.11429583,-0.028947586
SK04P07,Rupatadine Fumarate,-2.266228499,-0.666357456,-1.599871043
SK04P08,Ampiroxicam,-0.134876059,-0.217171354,0.082295296
SK04P09,Ambroxol HCl,-0.098700988,-0.214834267,0.116133279
SK04P10,Tolcapone,0.154751583,-0.199613109,0.354364692
SK04P11,Beclomethasone dipropionate,0.390880829,-0.370092685,0.760973514
SK04P12,Vitamin D2 ,0.391769878,-0.186942126,0.578712004
SK04P13,Pidotimod,0.551595982,0.103605117,0.447990864
SK04P14,Toltrazuril,0.675465684,0.682684157,-0.007218473
SK04P15,Biotin (Vitamin B7),0.741301193,0.728698974,0.012602219
SK04P16,Sertraline HCl,0.900548223,0.858598262,0.041949961
SK04P17,Entacapone,0.805356306,0.612517204,0.192839102
SK04P18,Ronidazole,0.701247243,0.667546881,0.033700362
SK04P19,Tylosin tartrate,0.525724697,0.685305838,-0.15958114
SK04P20,Sodium 4-Aminosalicylate,0.904708838,0.652921963,0.251786875
SK04P21,Brinzolamide,0.601511835,0.683452602,-0.081940767
SK04P22,Sulfacetamide Sodium,0.606135718,0.69502586,-0.088890143
SK04P23,DMSO,0.712398895,0.665833958,0.046564937
SK04P24,DMSO,0.777379501,0.801903116,-0.024523615
SK05A01,Spiramycin,0.039330288,-0.271249272,0.31057956
SK05A02,Florfenicol,-0.44045126,-0.696911301,0.25646004
SK05A03,Pramoxine HCl,-0.075330651,-0.285925201,0.21059455
SK05A04,Chlorocresol,-0.019308744,-0.156349731,0.137040986
SK05A05,Eprosartan Mesylate,-0.084110789,-0.131021884,0.046911095
SK05A06,Azaperone,0.045494637,-0.114363022,0.15985766
SK05A07,Desvenlafaxine Succinate,-0.004287519,-0.099492101,0.095204582
SK05A08,Fluorometholone Acetate,-0.032634627,-0.158763684,0.126129057
SK05A09,Timolol Maleate,-0.077454037,-0.081194861,0.003740824
SK05A10,Cepharanthine,0.118169458,0.004910852,0.113258606
SK05A11,Dropropizine,-0.033526005,-0.05109105,0.017565045
SK05A12,Bromfenac Sodium,0.015267874,-0.113256,0.128523873
SK05A13,Penfluridol,0.134162461,0.189457756,-0.055295295
SK05A14,Alizapride HCl,-0.006449947,-0.131257462,0.124807515
SK05A15,Doxofylline,-0.018489682,0.04253095,-0.061020632
SK05A16,Brimonidine Tartrate,-0.101961478,-0.039444363,-0.062517115
SK05A17,1-Hexadecanol,0.105955129,-0.084810247,0.190765375
SK05A18,Carteolol HCl,-0.054463397,-0.063550333,0.009086936
SK05A19,Penciclovir,0.054515346,-0.168920047,0.223435394
SK05A20,Micafungin Sodium,0.08670934,-0.067934341,0.154643681
SK05A21,Chlorquinaldol,-2.051565501,-0.18705028,-1.864515222
SK05A22,Meclofenamate Sodium,-0.032640647,-0.154817894,0.122177247
SK05A23,DMSO,-0.077729005,-0.152498999,0.074769994
SK05A24,DMSO,-0.06382454,-0.019398076,-0.044426465
SK05B01,TTNPB (Arotinoid Acid),-0.073150981,-0.111252339,0.038101359
SK05B02,IU1,-0.150053592,-0.265415158,0.115361566
SK05B03,"MNS (3,4-Methylenedioxy-¦Â-nitrostyrene, MDBN)",-1.367673712,0.343706042,-1.711379754
SK05B04,AZD1080,-0.093049629,-0.11000573,0.0169561
SK05B05,VX-702,0.040537953,0.016556686,0.023981267
SK05B06,Marimastat(BB-2516),-0.006185128,-0.01434592,0.008160792
SK05B07,VS-5584 (SB2343),-0.765345448,-0.263552301,-0.501793147
SK05B08,ONX-0914 (PR-957),-2.622198295,-1.755012963,-0.867185332
SK05B09,XL388,0.223075817,0.41294996,-0.189874143
SK05B10,PF-04620110,0.045925636,0.021021276,0.02490436
SK05B11,AZ20,-2.671235197,-0.499819374,-2.171415823
